timestamp,route_id,route_name,terrain_type,road_type,length_km,route_vulnerability_factor,security_incidents_24h,checkpoint_delay_min,rainfall_mm_24h,flooding_level,landslide_probability,fuel_availability_score,road_condition_score,truck_density,travel_time_variation_pct,displacement_alert,disruption_48h
2024-10-01 00:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,34.6,0.0,0,0.0,7.47,8.0,23,15.3,0,1
2024-10-01 00:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,21.2,0.0,0,0.0,9.66,8.0,21,22.4,0,1
2024-10-01 00:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,18.9,0.0,0,0.0,9.54,8.0,20,10.6,0,0
2024-10-01 00:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,15.7,0.0,0,0.0,9.08,8.0,16,31.5,0,0
2024-10-01 00:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,26.6,0.0,0,0.0,8.63,8.0,15,11.0,0,0
2024-10-01 00:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,22.8,0.0,0,0.0,8.23,8.0,21,13.2,0,0
2024-10-01 00:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,17.9,0.0,0,0.0,8.35,8.0,20,9.0,0,1
2024-10-01 00:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,44.3,0.0,0,0.0,7.56,8.0,17,34.9,0,0
2024-10-01 00:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,16.5,0.0,0,0.0,9.1,8.0,18,6.4,0,0
2024-10-01 00:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,19.0,0.0,0,0.0,9.25,8.0,22,7.1,0,0
2024-10-01 06:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,16.5,0.0,0,0.0,7.64,8.0,20,7.3,0,0
2024-10-01 06:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,18.9,0.0,0,0.0,7.26,8.0,19,19.9,0,0
2024-10-01 06:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,14.0,0.0,0,0.0,8.65,8.0,18,7.8,0,0
2024-10-01 06:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,1,48.0,0.0,0,0.0,9.09,7.9,20,96.1,0,1
2024-10-01 06:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,15.7,0.0,0,0.0,8.31,8.0,19,6.5,0,0
2024-10-01 06:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,17.7,0.0,0,0.0,9.56,8.0,18,10.2,0,0
2024-10-01 06:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,18.3,0.0,0,0.0,7.49,8.0,17,9.1,0,1
2024-10-01 06:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,14.6,0.0,0,0.0,9.32,8.0,24,11.5,0,0
2024-10-01 06:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,1,55.6,0.0,0,0.0,9.41,7.9,20,21.7,0,1
2024-10-01 06:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,38.4,0.0,0,0.0,8.6,8.0,18,14.4,0,0
2024-10-01 12:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,19.1,0.0,0,0.0,7.42,8.0,22,8.4,0,0
2024-10-01 12:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,24.4,0.0,0,0.0,7.03,8.0,18,25.7,0,0
2024-10-01 12:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,14.0,0.0,0,0.0,1.26,8.0,10,7.9,0,1
2024-10-01 12:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,16.4,0.0,0,0.0,8.74,8.0,20,32.8,0,0
2024-10-01 12:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,23.1,0.0,0,0.0,9.13,8.0,21,9.6,0,1
2024-10-01 12:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,1,48.8,0.0,0,0.0,8.22,7.9,22,28.2,0,1
2024-10-01 12:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,17.7,0.0,0,0.0,7.04,8.0,19,8.8,0,0
2024-10-01 12:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,12.7,0.0,0,0.0,8.26,8.0,18,10.0,0,0
2024-10-01 12:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,1,17.3,0.0,0,0.0,7.36,7.9,17,6.8,0,1
2024-10-01 12:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,47.1,0.0,0,0.0,8.06,8.0,19,17.6,0,0
2024-10-01 18:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,16.4,0.0,0,0.0,7.14,8.0,18,7.3,0,0
2024-10-01 18:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,20.5,0.0,0,0.0,7.97,8.0,19,21.6,0,0
2024-10-01 18:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,44.3,0.0,0,0.0,8.28,8.0,19,24.9,0,0
2024-10-01 18:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,14.4,0.0,0,0.0,9.93,8.0,17,28.9,0,0
2024-10-01 18:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,23.3,0.0,0,0.0,9.19,8.0,21,9.6,0,0
2024-10-01 18:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,1,16.7,0.0,0,0.0,9.36,7.9,20,9.6,0,1
2024-10-01 18:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,27.4,0.0,0,0.0,9.53,8.0,20,13.7,0,0
2024-10-01 18:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,34.5,0.0,0,0.0,8.04,8.0,19,27.1,0,1
2024-10-01 18:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,35.5,0.0,0,0.0,9.82,8.0,19,13.9,0,0
2024-10-01 18:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,29.7,0.0,0,0.0,7.34,8.0,18,11.1,0,0
2024-10-02 00:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,38.5,0.0,0,0.0,8.49,8.0,21,17.0,0,0
2024-10-02 00:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,12.0,0.0,0,0.0,8.26,8.0,20,12.6,0,0
2024-10-02 00:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,39.8,0.0,0,0.0,9.94,8.0,18,22.4,0,0
2024-10-02 00:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,37.2,0.0,0,0.0,8.1,8.0,20,74.3,0,0
2024-10-02 00:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,16.5,0.0,0,0.0,9.69,8.0,20,6.8,0,0
2024-10-02 00:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,25.4,0.0,0,0.0,8.83,8.0,17,14.7,0,0
2024-10-02 00:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,23.9,0.0,0,0.0,9.63,8.0,18,12.0,0,0
2024-10-02 00:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,22.8,0.0,0,0.0,9.88,8.0,20,17.9,0,1
2024-10-02 00:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,16.6,0.0,0,0.0,7.98,8.0,24,6.5,0,0
2024-10-02 00:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,1,28.9,0.0,0,0.0,7.51,7.9,19,10.8,0,1
2024-10-02 06:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,29.4,0.0,0,0.0,7.55,8.0,21,13.0,0,0
2024-10-02 06:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,40.4,0.0,0,0.0,8.71,8.0,19,42.5,0,0
2024-10-02 06:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,29.5,0.0,0,0.0,9.46,8.0,18,16.6,0,0
2024-10-02 06:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,20.7,0.0,0,0.0,8.87,8.0,24,41.4,0,0
2024-10-02 06:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,28.7,0.0,0,0.0,7.72,8.0,24,11.9,0,0
2024-10-02 06:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,1,45.4,0.0,0,0.0,9.37,7.9,20,26.2,0,1
2024-10-02 06:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,4,161.4,0.0,0,0.0,7.43,7.6,5,80.7,0,1
2024-10-02 06:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,17.9,0.0,0,0.0,9.16,8.0,16,14.1,0,0
2024-10-02 06:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,15.7,0.0,0,0.0,7.99,8.0,17,6.1,0,0
2024-10-02 06:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,42.4,0.0,0,0.0,7.71,8.0,20,15.9,0,0
2024-10-02 12:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,17.7,0.0,0,0.0,7.98,8.0,19,7.8,0,1
2024-10-02 12:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,27.5,0.0,0,0.0,7.15,8.0,16,29.0,0,0
2024-10-02 12:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,38.2,0.0,0,0.0,8.83,8.0,18,21.4,0,0
2024-10-02 12:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,1,32.5,0.0,0,0.0,8.83,7.9,18,64.9,0,1
2024-10-02 12:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,30.3,0.0,0,0.0,7.54,8.0,16,12.5,0,1
2024-10-02 12:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,23.7,0.0,0,0.0,9.9,8.0,22,13.7,0,0
2024-10-02 12:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,6,87.8,0.0,0,0.0,8.03,7.4,3,43.9,0,1
2024-10-02 12:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,12.9,0.0,0,0.0,8.48,8.0,17,10.2,0,0
2024-10-02 12:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,1,88.8,0.0,0,0.0,7.77,7.9,19,34.7,0,1
2024-10-02 12:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,16.0,0.0,0,0.0,9.71,8.0,20,6.0,0,0
2024-10-02 18:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,57.9,0.0,0,0.0,9.41,8.0,18,25.6,0,1
2024-10-02 18:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,14.8,0.0,0,0.0,7.82,8.0,20,15.6,0,0
2024-10-02 18:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,30.5,0.0,0,0.0,9.85,8.0,21,17.2,0,0
2024-10-02 18:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,15.2,0.0,0,0.0,7.61,8.0,25,30.4,0,0
2024-10-02 18:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,21.7,0.0,0,0.0,8.07,8.0,21,9.0,0,1
2024-10-02 18:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,37.4,0.0,0,0.0,7.9,8.0,20,21.6,0,0
2024-10-02 18:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,6,186.4,0.0,0,0.0,8.96,7.4,1,93.2,0,1
2024-10-02 18:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,18.1,0.0,0,0.0,7.68,8.0,23,14.3,0,1
2024-10-02 18:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,15.9,0.0,0,0.0,9.47,8.0,18,6.2,0,0
2024-10-02 18:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,17.1,0.0,0,0.0,7.9,8.0,20,6.4,0,0
2024-10-03 00:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,15.3,0.0,0,0.0,9.19,8.0,18,6.8,0,0
2024-10-03 00:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,13.1,0.0,0,0.0,9.42,8.0,20,13.8,0,0
2024-10-03 00:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,16.1,0.0,0,0.0,8.45,8.0,17,9.1,0,0
2024-10-03 00:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,17.8,0.0,0,0.0,7.05,8.0,19,35.5,0,0
2024-10-03 00:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,37.3,0.0,0,0.0,7.89,8.0,22,15.4,0,1
2024-10-03 00:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,19.7,0.0,0,0.0,7.48,8.0,18,11.4,0,0
2024-10-03 00:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,7,300.0,0.0,0,0.0,8.67,7.3,2,150.0,1,1
2024-10-03 00:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,22.6,0.0,0,0.0,9.44,8.0,21,17.8,0,0
2024-10-03 00:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,24.0,0.0,0,0.0,9.49,8.0,20,9.4,0,0
2024-10-03 00:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,1,28.6,0.0,0,0.0,8.8,7.9,22,10.7,0,1
2024-10-03 06:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,18.5,0.0,0,0.0,7.19,8.0,21,8.2,0,1
2024-10-03 06:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,1,13.0,0.0,0,0.0,9.29,7.9,20,13.7,0,1
2024-10-03 06:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,15.4,0.0,0,0.0,9.72,8.0,19,8.6,0,0
2024-10-03 06:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,27.4,0.0,0,0.0,9.79,8.0,14,54.8,0,0
2024-10-03 06:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,46.3,0.0,0,0.0,9.54,8.0,19,19.1,0,0
2024-10-03 06:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,17.7,0.0,0,0.0,9.39,8.0,20,10.2,0,0
2024-10-03 06:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,6,95.3,0.0,0,0.0,8.05,7.4,4,47.6,0,1
2024-10-03 06:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,27.8,0.0,0,0.0,8.36,8.0,20,21.9,0,0
2024-10-03 06:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,20.9,0.0,0,0.0,7.44,8.0,19,8.2,0,0
2024-10-03 06:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,24.3,0.0,0,0.0,8.82,8.0,18,9.1,0,0
2024-10-03 12:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,22.8,0.0,0,0.0,9.14,8.0,19,10.1,0,1
2024-10-03 12:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,17.1,0.0,0,0.0,9.18,8.0,25,18.0,0,0
2024-10-03 12:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,26.0,0.0,0,0.0,7.6,8.0,17,14.6,0,0
2024-10-03 12:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,14.9,0.0,0,0.0,9.02,8.0,20,29.9,0,0
2024-10-03 12:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,31.8,0.0,0,0.0,7.34,8.0,18,13.2,0,0
2024-10-03 12:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,15.2,0.0,0,0.0,7.86,8.0,20,8.8,0,0
2024-10-03 12:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,3,25.9,0.0,0,0.0,7.08,7.7,5,13.0,0,1
2024-10-03 12:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,1,61.6,0.0,0,0.0,8.12,7.9,20,48.5,0,1
2024-10-03 12:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,19.0,0.0,0,0.0,9.32,8.0,20,7.4,0,0
2024-10-03 12:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,15.9,0.0,0,0.0,7.63,8.0,19,6.0,0,1
2024-10-03 18:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,24.6,0.0,0,0.0,7.32,8.0,20,10.9,0,0
2024-10-03 18:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,23.9,0.0,0,0.0,9.08,8.0,17,25.2,0,0
2024-10-03 18:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,14.5,0.0,0,0.0,7.67,8.0,23,8.2,0,0
2024-10-03 18:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,0,12.7,0.0,0,0.0,9.91,8.0,15,25.5,0,0
2024-10-03 18:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,0,52.4,0.0,0,0.0,7.67,8.0,20,21.7,0,0
2024-10-03 18:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,22.0,0.0,0,0.0,7.62,8.0,18,12.7,0,1
2024-10-03 18:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,22.8,0.0,0,0.0,7.37,8.0,19,11.4,0,0
2024-10-03 18:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,16.9,0.0,0,0.0,7.19,8.0,21,13.3,0,0
2024-10-03 18:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,25.4,0.0,0,0.0,7.32,8.0,19,9.9,0,0
2024-10-03 18:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,1,51.6,0.0,0,0.0,7.21,7.9,23,19.3,0,1
2024-10-04 00:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,15.3,0.0,0,0.0,9.27,8.0,18,6.8,0,0
2024-10-04 00:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,20.8,0.0,0,0.0,8.01,8.0,19,21.8,0,0
2024-10-04 00:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,24.2,0.0,0,0.0,9.88,8.0,18,13.6,0,0
2024-10-04 00:00:00,R04,Amran → Sana'a,valley,highway,50,0.5,1,69.8,0.0,0,0.0,8.71,7.9,19,139.6,0,1
2024-10-04 00:00:00,R05,Saadah → Sana'a,desert,highway,242,0.8,1,38.7,0.0,0,0.0,8.02,7.9,18,16.0,0,1
2024-10-04 00:00:00,R06,Marib → Sana'a,desert,highway,173,0.85,0,31.8,0.0,0,0.0,8.11,8.0,20,18.4,0,0
2024-10-04 00:00:00,R07,Al-Jawf → Sana'a,desert,secondary,200,0.75,0,22.5,0.0,0,0.0,9.89,8.0,22,11.2,0,0
2024-10-04 00:00:00,R08,Hajjah → Sana'a,mountain,secondary,127,0.7,0,29.5,0.0,0,0.0,7.02,8.0,17,23.3,0,1
2024-10-04 00:00:00,R09,Taiz → Sana'a,mixed,highway,256,0.6,0,15.6,0.0,0,0.0,7.94,8.0,17,6.1,0,0
2024-10-04 00:00:00,R10,Al-Bayda → Sana'a,mixed,secondary,267,0.72,0,26.5,0.0,0,0.0,8.72,8.0,16,9.9,0,0
2024-10-04 06:00:00,R01,Hodeidah → Sana'a,mountain,highway,226,0.65,0,16.6,0.0,0,0.0,9.61,8.0,20,7.3,0,0
2024-10-04 06:00:00,R02,Dhamar → Sana'a,mountain,highway,95,0.45,0,17.2,0.0,0,0.0,9.68,8.0,21,18.1,0,0
2024-10-04 06:00:00,R03,Ibb → Sana'a,mixed,highway,178,0.55,0,24.6,0.0,0,0.0,9.11,8.0,20,13.8,0,0
