Date,ID_Commodity,Anomaly_Price_Global,Index_Cost_Shipping,Premium_Insurance_Risk_War,Outlook_Production_Local,USD_Spread_Price_Market,Index_Stress_Chain_Supply,News_Sentiment_Score,Customs_Fees_Estimate,Predicted_Landed_Cost,Supply_Alert_Level
2023-01-01,oil,1226.9274051318596,101.97274181679965,0.15718254054085404,high,-15.370727777155992,62.63225023556249,0.21901762575269498,36.50551109337125,1446.3556667861094,Low
2023-01-02,wheat,253.9335090436111,97.19606310205481,0.1273120379306654,high,9.400786634970999,31.186770988661355,0.22912215622749693,22.80695142237596,465.08185734847154,Low
2023-01-03,oil,1384.9349793274841,107.76008748283392,0.06927844347496481,medium,-1.1444769539495732,100.0,-0.1527378298919061,39.19598640696214,1690.674116357204,Med
2023-01-04,oil,1335.7372387988614,119.39021118144211,0.1472117290242807,low,-17.059543885113687,100.0,-0.36681705055166575,35.999741124455994,1710.429240219564,Med
2023-01-05,wheat,260.1016398480323,105.51068203736182,0.11067781613006566,low,-3.555602185723467,48.611869795671296,0.403824726895632,17.188148979302856,476.38173448389324,Low
2023-01-06,wheat,253.19574877350226,86.90626165251041,0.10223339668125418,low,1.2461410496404084,48.806506921265026,0.2379353262688085,9.476328748780201,487.5224024834065,Low
2023-01-07,oil,1191.617422582459,129.93037498404274,0.05441965247874292,medium,9.55352001258582,48.79453513254118,0.2546057517359959,37.57150772631614,1549.9419958736505,Low
2023-01-08,sugar,408.4757248246527,98.72816048178257,0.07496088256564516,low,-6.863728534097557,48.1207330928986,-0.1503935765911998,23.61731866364795,670.2444309798624,Low
2023-01-09,oil,1229.6514465767973,102.2930527005557,0.055147245236287556,low,6.34275563347225,64.90396986553571,-0.11482844221694313,38.9071699238836,1522.5655956928479,Low
2023-01-10,oil,1244.2587597512088,91.90806086692032,0.1479565084480093,medium,-0.22194808411660896,44.96095156694716,-0.05750374912657685,44.85995046703811,1511.7407634036247,Low
2023-01-11,oil,1215.316880325941,85.7660638684832,0.17671846356250948,medium,-3.7068085793944094,60.66739806276014,0.6706360975074318,44.134000405257574,1471.4531833688106,Low
2023-01-12,oil,1225.4244608979911,87.15612969511025,0.14618427162437492,medium,8.730297967998053,39.64576596423713,0.5109064619769204,38.453045772048235,1490.955276041758,Low
2023-01-13,wheat,266.5627041963451,84.02730142401329,0.3940493568483113,high,-9.449168288519079,42.629519905176416,-0.16546295182315537,17.209653353692037,471.18551924599836,Low
2023-01-14,oil,1210.265066615346,57.237611456700776,0.0846581120318836,low,9.473429810572815,56.57454441484073,0.09393948460215165,50.5397800935714,1460.502610201661,Low
2023-01-15,sugar,423.1368231314237,100.20963706831034,0.1238208093157334,medium,-11.414057748305906,45.04180685527314,-0.13946606153072622,18.970380739854043,637.0673657288677,Low
2023-01-16,wheat,287.4745825665557,119.2548144077775,0.07914619931696992,medium,-5.763207515637986,44.948576868529386,-0.13104952227303956,9.97678042171056,539.8758272076384,Low
2023-01-17,sugar,396.79290412748827,88.12013782740561,0.09843190641258877,low,-3.8439486472066426,68.30708289318375,0.4028206605582286,25.237794119183597,688.4600210857162,Low
2023-01-18,sugar,386.3201475906371,141.44153058835377,0.0589266034279963,medium,-1.1084313239004617,61.47974916933491,-0.34051604711390715,38.55725036845336,814.1320013364174,Low
2023-01-19,sugar,405.51133969620975,124.00836372613276,0.13253204211986014,medium,-25.437115137607652,57.3922132787966,0.24154552353752712,20.877172425958317,662.1036518914826,Low
2023-01-20,sugar,421.22340665026064,103.10187147888031,0.13504541269768056,medium,1.055402675980765,63.64366109815067,0.08125981379108727,22.07708031620081,737.3177840168958,Low
2023-01-21,wheat,285.20126246604417,86.87053389609446,0.477102678362461,low,-18.27144116755307,43.55387690786252,0.39909232602744904,17.798522747872315,539.3635430699906,Low
2023-01-22,wheat,248.82209585246488,79.74077720971238,0.1278892804370284,high,1.6763409027299068,48.4055323757258,0.15787846617572207,19.740194697086242,439.2655104888308,Low
2023-01-23,sugar,369.6436662649652,102.1513789345995,0.12439850702948477,high,2.7432771058753316,60.4962086406381,0.5488932681897017,25.036489761580004,624.4757801594341,Low
2023-01-24,sugar,410.02345393239943,105.03668959479171,0.40627536976704237,low,9.766434384640503,43.84267150905142,0.11143677519242454,26.13924203035782,748.6179664082364,Low
2023-01-25,wheat,267.1254244232123,101.10612931422654,0.045716163469968,medium,-13.353147596295877,44.50499015218648,0.3860621550521295,14.92865506557862,496.01581352982424,Low
2023-01-26,wheat,248.543339965294,120.36760272989395,0.11655280965421048,medium,2.2932849439066336,55.67266162267526,0.16554530130524148,15.900407330650562,585.7625185863543,Low
